#
#  putidacyc 19.5 Genes link table generated on Tue Jun 21, 2016
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
G18UU-22624		trmB	
G18UU-22622		yggW	
G18UU-22621		rdgB	
G18UU-22620			
G18UU-22619		metW	
G18UU-22618		metX	
G18UU-22617			
G18UU-22616		proI	
G18UU-22615			
G18UU-22614		pilT	
G18UU-22613			
G18UU-22612			
G18UU-22611			
G18UU-22610		argS	
G18UU-22609		priA	
G18UU-22608		rpmE	
G18UU-22607			
G18UU-22606		maeB	
G18UU-22605		mrcA	
G18UU-22604			
G18UU-22603		pilN	
G18UU-22602			
G18UU-22601		pilQ	
G18UU-22600		aroK	
G18UU-22599		aroB	
G18UU-22598			
G18UU-22597		gltB	
G18UU-22596		gltD	
G18UU-22595		hemE	
G18UU-22594			
G18UU-22593		ynfM	
G18UU-22592		ynfL	
G18UU-22591			
G18UU-22590		trxC	
G18UU-22589			
G18UU-22588		kefA	
G18UU-22587		cvrA	
G18UU-22586			
G18UU-22585		betA-II	
G18UU-22584		betB	
G18UU-22583		betI	
G18UU-22582		betT-I	
G18UU-22581			
G18UU-22580			
G18UU-22579		ctpA	
G18UU-22578			
G18UU-22577		pgm	
G18UU-22576			
G18UU-22575		grxC	
G18UU-22574		secB	
G18UU-22573		trmL	
G18UU-22572			
G18UU-22571			
G18UU-22570		glnG	
G18UU-22569		glnL	
G18UU-22568		glnA	
G18UU-22567		thiI	
G18UU-22566		typA	
G18UU-22565			
G18UU-22564			
G18UU-22563		glgP	
G18UU-22562		fbp	
G18UU-22561			
G18UU-22560			
G18UU-22559			
G18UU-22558		hutF	
G18UU-22557		hutC	
G18UU-22556			
G18UU-22555		hutU	
G18UU-22554		hutH	
G18UU-22553		proY	
G18UU-22552		hutI	
G18UU-22551		hutG	
G18UU-22550		pip	
G18UU-22549		dtd	
G18UU-22548		opgG	
G18UU-22547		opgH	
G18UU-22546			
G18UU-22545			
G18UU-22544		glnQ	
G18UU-22543			
G18UU-22542			
G18UU-22541			
G18UU-22540		tatC-II	
G18UU-22539		tatB	
G18UU-22538		tatA-II	
G18UU-22537		hisE	
G18UU-22536		hisI	
G18UU-22535		ubiB	
G18UU-22534			
G18UU-22533		ubiE	
G18UU-22532			
G18UU-22531			
G18UU-22530			
G18UU-22529			
G18UU-22528			
G18UU-22527		phaC-II	
G18UU-22526		phaB	
G18UU-22525		phaA	
G18UU-22524			
G18UU-22523		hslU	
G18UU-22522		hslV	
G18UU-22521		pyrC'	
G18UU-22520		pyrB	
G18UU-22519		pyrR	
G18UU-22518			
G18UU-22517			
G18UU-22516			
G18UU-22515		gshB	
G18UU-22514		pilG	
G18UU-22513		pilH	
G18UU-22512		pilI	
G18UU-22511		pilJ	
G18UU-22510			
G18UU-22509			
G18UU-22508			
G18UU-22507		rsmE	
G18UU-22506		bioA	
G18UU-22505			
G18UU-22504		yceJ	
G18UU-22503		yceI	
G18UU-22502		rhlE-II	
G18UU-22501			
G18UU-22500			
G18UU-22499		metF	
G18UU-22498		ahcY	
G18UU-22496			
G18UU-22495		nhaP	
G18UU-22494			
G18UU-22493			
G18UU-22492			
G18UU-22491			
G18UU-22490			
G18UU-22489		ligB	
G18UU-22488		metK	
G18UU-22487		sahR	
G18UU-22486		tktA	
G18UU-22485		epd	
G18UU-22484		pgk	
G18UU-22483			
G18UU-22482			
G18UU-22481		fda	
G18UU-22480			
G18UU-22479		ygjP	
G18UU-22478			
G18UU-22477		elaA	
G18UU-22476			
G18UU-22475			
G18UU-22474		yhiN	
G18UU-22473		dbpA	
G18UU-22472			
G18UU-22471			
G18UU-22470			
G18UU-22469			
G18UU-22468			
G18UU-22467		putA	
G18UU-22466		putP	
G18UU-22465		rlmJ	
G18UU-22464			
G18UU-22463			
G18UU-22462			
G18UU-22461			
G18UU-22460			
G18UU-22459			
G18UU-22458			
G18UU-22457			
G18UU-22456		wzy	
G18UU-22455		msbA	
G18UU-22454		hldE	
G18UU-22453			
G18UU-22452			
G18UU-22451			
G18UU-22450		emrE	
G18UU-22449			
G18UU-22448		waaA	
G18UU-22447		cyaB	
G18UU-22446			
G18UU-22445			
G18UU-22444			
G18UU-22443			
G18UU-22441		thiC	
G18UU-22440			
G18UU-22439			
G18UU-22438		nudF	
G18UU-22437			
G18UU-22436		pde	
G18UU-22435			
G18UU-22434		parE	
G18UU-22433			
G18UU-22432			
G18UU-22431		parC	
G18UU-22430			
G18UU-22429			
G18UU-22428		serB	
G18UU-22427		psd	
G18UU-22426		rhdA	
G18UU-22425			
G18UU-22424		motA	
G18UU-22423		motB	
G18UU-22422		rsgA	
G18UU-22421		orn	
G18UU-22420		yicG	
G18UU-22419		queG	
G18UU-22418		nnrD	
G18UU-22417		tsaE	
G18UU-22416		amiC	
G18UU-22415		mutL	
G18UU-22414		miaA	
G18UU-22413		hfq	
G18UU-22412		hflX	
G18UU-22411		hflK	
G18UU-22410		hflC	
G18UU-22409		hisZ	
G18UU-22408		purA	
G18UU-22407			
G18UU-22406			
G18UU-22405			
G18UU-22404			
G18UU-22403			
G18UU-22402			
G18UU-22401			
G18UU-22398		rnr	
G18UU-22397		rlmB	
G18UU-22396		rpsF	
G18UU-22395		rpsR	
G18UU-22394			
G18UU-22393		rplI	
G18UU-22392		dnaB	
G18UU-22391		ygiQ	
G18UU-22390			
G18UU-22389			
G18UU-22388		nadE	
G18UU-22387		pncB	
G18UU-22386			
G18UU-22385		braD	
G18UU-22384		braE	
G18UU-22383		braF	
G18UU-22382		livF-II	
G18UU-22381		ydfG	
G18UU-22380			
G18UU-22379			
G18UU-22378			
G18UU-22377			
G18UU-22376		yhjG	
G18UU-22375			
G18UU-22374			
G18UU-22373		lip	
G18UU-22372			
G18UU-22371			
G18UU-22370			
G18UU-22369			
G18UU-22368			
G18UU-22367		cbpA	
G18UU-22366		cbpM	
G18UU-22365		mnaT	
G18UU-22364		urtE	
G18UU-22363		urtD	
G18UU-22362		urtC	
G18UU-22361		urtB	
G18UU-22360		urtA	
G18UU-22359		cycA	
G18UU-22358			
G18UU-22357		oprC	
G18UU-22356			
G18UU-22355			
G18UU-22354			
G18UU-22353			
G18UU-22352			
G18UU-22351		cobK	
G18UU-22350		cbiD	
G18UU-22349		cobL	
G18UU-22348		cobG	
G18UU-22347		cobH	
G18UU-22346		cobI	
G18UU-22345		cobJ	
G18UU-22344			
G18UU-22343			
G18UU-22342			
G18UU-22341			
G18UU-22340			
G18UU-22339		purD	
G18UU-22338		purH	
G18UU-22337			
G18UU-22336		dusB	
G18UU-22335			
G18UU-22334		prmA	
G18UU-22333			
G18UU-22332			
G18UU-22331			
G18UU-22330			
G18UU-22329			
G18UU-22328			
G18UU-22327		proA	
G18UU-22326		nadD	
G18UU-22325		rsfS	
G18UU-22324		rlmH	
G18UU-22323		mrdA-II	
G18UU-22322		mrdB	
G18UU-22321		mltB	
G18UU-22320		rlpA	
G18UU-22319		dacA	
G18UU-22318			
G18UU-22317		lipB	
G18UU-22316		lipA	
G18UU-22315			
G18UU-22314			
G18UU-22313			
G18UU-22312		holA	
G18UU-22311			
G18UU-22310		leuS	
G18UU-22309			
G18UU-22308			
G18UU-22307			
G18UU-22306		lnt	
G18UU-22305		corC	
G18UU-22304		ybeY	
G18UU-22303		ybeZ	
G18UU-22302			
G18UU-22301			
G18UU-22300		hemL	
G18UU-22299		thiE	
G18UU-22298		thiD	
G18UU-22297			
G18UU-22296			
G18UU-22295		amn	
G18UU-22294		rluE	
G18UU-22293			
G18UU-22292			
G18UU-22290			
G18UU-22289		fieF	
G18UU-22288			
G18UU-22287		hrpB	
G18UU-22286			
G18UU-22285			
G18UU-22284			
G18UU-22283			
G18UU-22282			
G18UU-22281		yedA	
G18UU-22280		rhlE-I	
G18UU-22279			
G18UU-22278			
G18UU-22277			
G18UU-22276			
G18UU-22275		tesB	
G18UU-22274			
G18UU-22273			
G18UU-22272			
G18UU-22271			
G18UU-22270		gudD	
G18UU-22269		gabP-V	
G18UU-22268			
G18UU-22267			
G18UU-22266		stcD	
G18UU-22265			
G18UU-22264			
G18UU-22263			
G18UU-22262			
G18UU-22261			
G18UU-22260			
G18UU-22259			
G18UU-22258			
G18UU-22257			
G18UU-22256		hsdS	
G18UU-22255		hsdM	
G18UU-22254		hsdR	
G18UU-22253			
G18UU-22252			
G18UU-22251			
G18UU-22250			
G18UU-22249			
G18UU-22247			
G18UU-22246		dld2	
G18UU-22245		lldD	
G18UU-22244		lldP	
G18UU-22243		pdhR	
G18UU-22242		smpB	
G18UU-22241			
G18UU-22240		bamE	
G18UU-22239		fur	
G18UU-22238		recN	
G18UU-22237		grpE	
G18UU-22236		dnaK	
G18UU-22235		dnaJ	
G18UU-22234		dapB	
G18UU-22231		carA	
G18UU-22230		carB	
G18UU-22229		greA	
G18UU-22228			
G18UU-22227			
G18UU-22226		rlmE	
G18UU-22225		ftsH	
G18UU-22224		folP	
G18UU-22223		glmM	
G18UU-22222		tpiA	
G18UU-22221		secG	
G18UU-22218		rimP	
G18UU-22217		nusA	
G18UU-22216		infB	
G18UU-22215		rbfA	
G18UU-22214		truB	
G18UU-22212		rpsO	
G18UU-22211			
G18UU-22210		pnp	
G18UU-22209			
G18UU-22208			
G18UU-22207			
G18UU-22206			
G18UU-22205			
G18UU-22204		acsA-II	
G18UU-22203		pgi-II	
G18UU-22202		panC	
G18UU-22201		panB	
G18UU-22200		folK	
G18UU-22199		pcnB	
G18UU-22197			
G18UU-22196			
G18UU-22195			
G18UU-22194		gluQ	
G18UU-22193		dksA	
G18UU-22192			
G18UU-22191		sfsA	
G18UU-22190			
G18UU-22189			
G18UU-22188			
G18UU-22187		hmuV	
G18UU-22186			
G18UU-22184			
G18UU-22183			
G18UU-22182		mrcB	
G18UU-22181			
G18UU-22180			
G18UU-22179		ilvI	
G18UU-22178		ilvH	
G18UU-22177		ilvC	
G18UU-22176			
G18UU-22175		msrP	
G18UU-22174		msrQ	
G18UU-22168		recC	
G18UU-22167		recB	
G18UU-22166		recD	
G18UU-22165			
G18UU-22164		TpbB	
G18UU-22163			
G18UU-22162			
G18UU-22161		mmsA-II	
G18UU-22160		mmsB	
G18UU-22159			
G18UU-22158			
G18UU-22157			
G18UU-22156			
G18UU-22155		mdaB	
G18UU-22154			
G18UU-22153		ggt	
G18UU-22152			
G18UU-22151		ypfJ	
G18UU-22150		pcaH	
G18UU-22149		pcaG	
G18UU-22148		trmA	
G18UU-22147		purP	
G18UU-22146			
G18UU-22145		cioA	
G18UU-22144		cioB	
G18UU-22143			
G18UU-22142		rlmG	
G18UU-22141			
G18UU-22140		fpr-II	
G18UU-22139		mscL	
G18UU-22138		radA	
G18UU-22137			
G18UU-22136			
G18UU-22135		yjiY	
G18UU-22134			
G18UU-22133		zinU	
G18UU-22132			
G18UU-22131			
G18UU-22130		yqeF	
G18UU-22129			
G18UU-22128			
G18UU-22127			
G18UU-22126			
G18UU-22125		folM	
G18UU-22124			
G18UU-22123			
G18UU-22122			
G18UU-22121			
G18UU-22120			
G18UU-22119		cidR	
G18UU-22118		cidA	
G18UU-22117		cidB	
G18UU-22116			
G18UU-22115			
G18UU-22114		hmgR	
G18UU-22113		hmgA	
G18UU-22112		hmgB	
G18UU-22111		hmgC	
G18UU-22110			
G18UU-22109		ldh	
G18UU-22108			
G18UU-22107			
G18UU-22106			
G18UU-22105			
G18UU-22104			
G18UU-22103		fecA	
G18UU-22102			
G18UU-22101			
G18UU-22100			
G18UU-22099			
G18UU-22098			
G18UU-22097			
G18UU-22096			
G18UU-22095			
G18UU-22094			
G18UU-22093			
G18UU-22092			
G18UU-22091			
G18UU-22090			
G18UU-22089		moaB-II	
G18UU-22088			
G18UU-22087			
G18UU-22086		moaA	
G18UU-22085			
G18UU-22084		ybaO	
G18UU-22083			
G18UU-22082			
G18UU-22081			
G18UU-22080		rnd	
G18UU-22079		ycgL	
G18UU-22078			
G18UU-22077			
G18UU-22076			
G18UU-22075			
G18UU-22074			
G18UU-22073		yajD	
G18UU-22072			
G18UU-22071			
G18UU-22070		yafJ	
G18UU-22069			
G18UU-22068			
G18UU-22067			
G18UU-22066			
G18UU-22065		ybgJ	
G18UU-22064			
G18UU-22063			
G18UU-22062			
G18UU-22061			
G18UU-22060		cysK	
G18UU-22059			
G18UU-22058			
G18UU-22057			
G18UU-22056			
G18UU-22055			
G18UU-22054		aceK	
G18UU-22053			
G18UU-22052			
G18UU-22051			
G18UU-22050		csbD	
G18UU-22049			
G18UU-22048		def-II	
G18UU-22047			
G18UU-22046			
G18UU-22045			
G18UU-22044			
G18UU-22043			
G18UU-22042			
G18UU-22041			
G18UU-22040			
G18UU-22039		fadD-II	
G18UU-22038		fadD-I	
G18UU-22037			
G18UU-22036			
G18UU-22035		hrpA	
G18UU-22034			
G18UU-22033			
G18UU-22032			
G18UU-22031			
G18UU-22030		ppiA	
G18UU-22029			
G18UU-22028			
G18UU-22027			
G18UU-22026		azoR2	
G18UU-22025			
G18UU-22024			
G18UU-22023			
G18UU-22021			
G18UU-22020			
G18UU-22019		mscMB	
G18UU-22018		srmB	
G18UU-22017			
G18UU-22016			
G18UU-22015			
G18UU-22014			
G18UU-22013			
G18UU-22012			
G18UU-22011			
G18UU-22010			
G18UU-22009			
G18UU-22008			
G18UU-22007			
G18UU-22006			
G18UU-22005		tolC	
G18UU-22004			
G18UU-22003			
G18UU-22002		recQ	
G18UU-22001			
G18UU-22000			
G18UU-21999			
G18UU-21998			
G18UU-21997			
G18UU-21996			
G18UU-21995			
G18UU-21994			
G18UU-21993		trkH-II	
G18UU-21992			
G18UU-21991			
G18UU-21990			
G18UU-21989			
G18UU-21988		yciI	
G18UU-21987			
G18UU-21986			
G18UU-21985		yciO	
G18UU-21984		scpA	
G18UU-21983			
G18UU-21982		rluB	
G18UU-21981		aroP-II	
G18UU-21980			
G18UU-21979		ydiJ	
G18UU-21978		yhhS	
G18UU-21977			
G18UU-21976		phhB	
G18UU-21975		phhA	
G18UU-21974		phhR	
G18UU-21973			
G18UU-21972		acsA-I	
G18UU-21970		argT	
G18UU-21969		hisQ	
G18UU-21968		hisM	
G18UU-21967		hisP	
G18UU-21966			
G18UU-21965		astC	
G18UU-21964		astA-II	
G18UU-21963		astA-I	
G18UU-21962		astD	
G18UU-21961		astB	
G18UU-21960			
G18UU-21959		astE	
G18UU-21958		alaS	
G18UU-21957		lysC	
G18UU-21956		csrA	
G18UU-21950		mgtE	
G18UU-21949			
G18UU-21948			
G18UU-21947		phnN	
G18UU-21944			
G18UU-21943			
G18UU-21942			
G18UU-21941			
G18UU-21940			
G18UU-21939			
G18UU-21938			
G18UU-21937			
G18UU-21936			
G18UU-21935			
G18UU-21934			
G18UU-21933			
G18UU-21932			
G18UU-21931			
G18UU-21930			
G18UU-21929		ooxB	
G18UU-21928			
G18UU-21927		ooxA	
G18UU-21926		gsiC	
G18UU-21925			
G18UU-21924		gsiA	
G18UU-21923			
G18UU-21922			
G18UU-21921			
G18UU-21920			
G18UU-21919			
G18UU-21918			
G18UU-21917			
G18UU-21916			
G18UU-21915			
G18UU-21914			
G18UU-21913			
G18UU-21912			
G18UU-21911			
G18UU-21910			
G18UU-21909			
G18UU-21908			
G18UU-21907			
G18UU-21906			
G18UU-21905			
G18UU-21904			
G18UU-21903			
G18UU-21902			
G18UU-21901			
G18UU-21900			
G18UU-21899		dadA-I	
G18UU-21898			
G18UU-21897			
G18UU-21896		ocd	
G18UU-21895			
G18UU-21894			
G18UU-21893			
G18UU-21892			
G18UU-21891			
G18UU-21890			
G18UU-21889			
G18UU-21888			
G18UU-21887		gabD-II	
G18UU-21886			
G18UU-21885			
G18UU-21884			
G18UU-21883		insN	
G18UU-21882			
G18UU-21881			
G18UU-21880			
G18UU-21879			
G18UU-21878			
G18UU-21877			
G18UU-21876			
G18UU-21875			
G18UU-21874			
G18UU-21873			
G18UU-21872			
G18UU-21871			
G18UU-21870			
G18UU-21869			
G18UU-21868			
G18UU-21867		lpdV	
G18UU-21866		bkdB	
G18UU-21865		bkdAB	
G18UU-21864		bkdAA	
G18UU-21863		bkdR	
G18UU-21862			
G18UU-21861			
G18UU-21860		ycgR	
G18UU-21859			
G18UU-21858		flgM	
G18UU-21857		flgA	
G18UU-21856			
G18UU-21855		cheR	
G18UU-21854		flgB	
G18UU-21853		flgC	
G18UU-21852		flgD	
G18UU-21851		flgE	
G18UU-21850			
G18UU-21849		flgF	
G18UU-21848		flgG	
G18UU-21847		flgH	
G18UU-21846		flgI	
G18UU-21845		flgJ	
G18UU-21844		flgK	
G18UU-21843		flgL	
G18UU-21842			
G18UU-21841		fliC	
G18UU-20059			
G18UU-21840			
G18UU-20058		agmR	
G18UU-21839		fliD	
G18UU-20057			
G18UU-21838		fliS	
G18UU-20056			
G18UU-21837		fliT	
G18UU-20055			
G18UU-21836		fleQ	
G18UU-20054			
G18UU-21835		fleS	
G18UU-20053			
G18UU-21834		atoC	
G18UU-20052		pstB-I	
G18UU-21833		fliE	
G18UU-20051		pstA	
G18UU-21832		fliF	
G18UU-20050		pstC	
G18UU-21831		fliG	
G18UU-20049		pstS	
G18UU-21830		fliH	
G18UU-20048			
G18UU-21829		fliI	
G18UU-20047			
G18UU-21828		fliJ	
G18UU-20046			
G18UU-21827			
G18UU-20045			
G18UU-21826			
G18UU-20044			
G18UU-21825			
G18UU-20043			
G18UU-21824		fliK	
G18UU-20042		gbd	
G18UU-21823		fliL	
G18UU-20041			
G18UU-21822		fliM	
G18UU-20040			
G18UU-21821		fliN	
G18UU-20039			
G18UU-21820		fliO	
G18UU-20038			
G18UU-21819		fliP	
G18UU-20037		mgtA	
G18UU-21818		fliQ	
G18UU-20036		pcaY	
G18UU-21817		fliR	
G18UU-20035			
G18UU-21816		flhB	
G18UU-20034			
G18UU-21815			
G18UU-20033			
G18UU-21814			
G18UU-20032		dapA-II	
G18UU-21813			
G18UU-20031			
G18UU-21812			
G18UU-20030		bcsZ	
G18UU-21811		ddlA	
G18UU-20029		bcsB	
G18UU-21810			
G18UU-20028		bcsA	
G18UU-21809		flhA	
G18UU-20027			
G18UU-21808		flhF	
G18UU-20026			
G18UU-21807			
G18UU-20025		bcsG	
G18UU-21806		fliA	
G18UU-20024			
G18UU-21805		cheY	
G18UU-20023			
G18UU-21804		cheZ	
G18UU-20022			
G18UU-21803		cheA	
G18UU-20021			
G18UU-21802		cheBA	
G18UU-20020			
G18UU-21801			
G18UU-20019			
G18UU-21800			
G18UU-20018			
G18UU-21799			
G18UU-20017			
G18UU-21798			
G18UU-20016			
G18UU-21797			
G18UU-20015			
G18UU-21796			
G18UU-20014			
G18UU-21795			
G18UU-20013			
G18UU-21794			
G18UU-20012			
G18UU-21793			
G18UU-20011			
G18UU-21792		ccmA	
G18UU-20010		hcpC-I	
G18UU-21791		ccmB	
G18UU-20009		vgrG-I	
G18UU-21790		ccmC	
G18UU-20008			
G18UU-21789		ccmD	
G18UU-20007			
G18UU-21788		ccmE	
G18UU-20006			
G18UU-21787		ccmF	
G18UU-20005			
G18UU-21786		ccmG	
G18UU-20004			
G18UU-21785		ccmH	
G18UU-20003			
