G18UU-21881-MONOMER	G18UU-21881		protein of unknown function	
G18UU-21880-MONOMER	G18UU-21880		conserved protein of unknown function	
G18UU-21879-MONOMER	G18UU-21879		conserved protein of unknown function	
G18UU-21878-MONOMER	G18UU-21878		conserved protein of unknown function	
G18UU-21877-MONOMER	G18UU-21877		conserved protein of unknown function	
G18UU-21876-MONOMER	G18UU-21876		conserved protein of unknown function	
G18UU-21875-MONOMER	G18UU-21875		conserved protein of unknown function	
G18UU-21874-MONOMER	G18UU-21874		conserved protein of unknown function	
G18UU-21873-MONOMER	G18UU-21873		conserved protein of unknown function	
G18UU-21872-MONOMER	G18UU-21872		conserved protein of unknown function	
G18UU-21871-MONOMER	G18UU-21871		Site-specific recombinase, phage integrase family	
G18UU-21870-MONOMER	G18UU-21870		putative Gamma-aminobutyrate transporter	
G18UU-21869-MONOMER	G18UU-21869		conserved protein of unknown function	
G18UU-21868-MONOMER	G18UU-21868		Sensory box protein	
G18UU-21867-MONOMER	G18UU-21867		dihydrolipoyl dehydrogenase component of branched-chain alpha-keto acid dehydrogenase complex	
G18UU-21866-MONOMER	G18UU-21866		Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	
G18UU-21865-MONOMER	G18UU-21865		branched-chain alpha-keto acid dehydrogenase complex, beta subunit	
G18UU-21864-MONOMER	G18UU-21864		branched-chain alpha-keto acid dehydrogenase complex, alpha subunit	
G18UU-21863-MONOMER	G18UU-21863		Bkd operon transcriptional regulator	
G18UU-21862-MONOMER	G18UU-21862		putative Glutamine synthetase	
G18UU-21861-MONOMER	G18UU-21861		Major facilitator family transporter	
G18UU-21860-MONOMER	G18UU-21860		Flagellar brake protein YcgR	
G18UU-21859-MONOMER	G18UU-21859		conserved protein of unknown function	
G18UU-21858-MONOMER	G18UU-21858		Negative regulator of flagellin synthesis FlgM	
G18UU-21857-MONOMER	G18UU-21857		flagella basal body P-ring formation protein	
G18UU-21856-MONOMER	G18UU-21856		putative chemotaxis protein	
G18UU-21855-MONOMER	G18UU-21855		chemotaxis protein methyltransferase	
G18UU-21854-MONOMER	G18UU-21854		flagellar basal-body rod protein FlgB	
G18UU-21853-MONOMER	G18UU-21853		flagellar basal-body rod protein FlgC	
G18UU-21852-MONOMER	G18UU-21852		Flagellar basal-body rod modification protein FlgD	
G18UU-21851-MONOMER	G18UU-21851		Flagellar hook protein FlgE	
G18UU-21850-MONOMER	G18UU-21850		conserved exported protein of unknown function	
G18UU-21849-MONOMER	G18UU-21849		flagellar basal-body rod protein FlgF	
G18UU-21848-MONOMER	G18UU-21848		flagellar basal-body rod protein FlgG	
G18UU-21847-MONOMER	G18UU-21847		Flagellar L-ring protein	
G18UU-21846-MONOMER	G18UU-21846		Flagellar P-ring protein	
G18UU-21845-MONOMER	G18UU-21845		Peptidoglycan hydrolase FlgJ	
G18UU-21844-MONOMER	G18UU-21844		Flagellar hook-associated protein FlgK	
G18UU-21843-MONOMER	G18UU-21843		Flagellar hook-associated protein FlgL	
G18UU-21842-MONOMER	G18UU-21842		Beta-ketoacyl-acyl-carrier-protein synthase I	
G18UU-21841-MONOMER	G18UU-21841		flagellin, filament structural protein	
G18UU-21840-MONOMER	G18UU-21840		putative Flagellin FlaG	
G18UU-21839-MONOMER	G18UU-21839		flagellar filament capping protein	
G18UU-21838-MONOMER	G18UU-21838		flagellar chaperone, inhibits premature FliC assembly	
G18UU-21837-MONOMER	G18UU-21837		flagellar protein	
G18UU-21836-MONOMER	G18UU-21836		Transcriptional regulator FleQ	
G18UU-21835-MONOMER	G18UU-21835		Sensory box histidine kinase FleS	
G18UU-21834-MONOMER	G18UU-21834		two component system AtoC DNA-binding transcriptional activator	
G18UU-21833-MONOMER	G18UU-21833		Flagellar hook-basal body complex protein FliE	
G18UU-21832-MONOMER	G18UU-21832		Flagellar M-ring protein	
G18UU-21831-MONOMER	G18UU-21831		flagellar motor switch protein	
G18UU-21830-MONOMER	G18UU-21830		Flagellar assembly protein FliH	
G18UU-21829-MONOMER	G18UU-21829		flagellum-specific ATP synthase	
G18UU-21828-MONOMER	G18UU-21828		Flagellar protein FliJ	
G18UU-21827-MONOMER	G18UU-21827		putative Anti-sigma F factor antagonist	
G18UU-21826-MONOMER	G18UU-21826		Sensor histidine kinase/response regulator	
G18UU-21825-MONOMER	G18UU-21825		conserved protein of unknown function	
G18UU-21824-MONOMER	G18UU-21824		Flagellar hook-length control protein FliK	
G18UU-21823-MONOMER	G18UU-21823		Flagellar protein FliL	
G18UU-21822-MONOMER	G18UU-21822		flagellar synthesis, switching and energizing component	
G18UU-21821-MONOMER	G18UU-21821		C-ring protein of the flagellar basal body	
G18UU-21820-MONOMER	G18UU-21820		Flagellar protein FliO	
G18UU-21819-MONOMER	G18UU-21819		flagellar export apparatus subunit	
G18UU-21818-MONOMER	G18UU-21818		flagellar export apparatus subunit	
G18UU-21817-MONOMER	G18UU-21817		Flagellar biosynthetic protein fliR	
G18UU-21816-MONOMER	G18UU-21816		flagellin export apparatus, substrate specificity protein	
G18UU-21815-MONOMER	G18UU-21815		putative D-alanine--D-alanine ligase	
G18UU-21814-MONOMER	G18UU-21814		Aminotransferase, class V, NifS/IscS family	
G18UU-21813-MONOMER	G18UU-21813		conserved protein of unknown function	
G18UU-21812-MONOMER	G18UU-21812		putative Cystathionine beta-lyase	
G18UU-21811-MONOMER	G18UU-21811		D-alanine--D-alanine ligase A	
G18UU-21810-MONOMER	G18UU-21810		Transcriptional regulator, GntR family	
G18UU-21809-MONOMER	G18UU-21809		flagellar export pore protein	
G18UU-21808-MONOMER	G18UU-21808		Flagellar biosynthesis protein FlhF	
G18UU-21807-MONOMER	G18UU-21807		flagellar synthesis regulator, putative ATPase	
G18UU-21806-MONOMER	G18UU-21806		RNA polymerase sigma 28 (sigma F) factor for class III flagellar operons	
G18UU-21805-MONOMER	G18UU-21805		response regulator for chemotactic signal transduction	
G18UU-21804-MONOMER	G18UU-21804		Protein phosphatase CheZ	
G18UU-21803-MONOMER	G18UU-21803		Chemotaxis histidine kinase CheA	
G18UU-21802-MONOMER	G18UU-21802		chemotaxis response regulator protein-glutamate methylesterase of group 1 operon	
G18UU-21801-MONOMER	G18UU-21801		flagellar motor rotation protein	
G18UU-21800-MONOMER	G18UU-21800		flagellar motor protein	
G18UU-21799-MONOMER	G18UU-21799		ParA family protein	
G18UU-21798-MONOMER	G18UU-21798		CheW domain protein	
G18UU-21797-MONOMER	G18UU-21797		Chemotaxis protein CheW	
G18UU-21796-MONOMER	G18UU-21796		conserved protein of unknown function	
G18UU-21795-MONOMER	G18UU-21795		putative toxin-related protein	
G18UU-21794-MONOMER	G18UU-21794		FlhB domain protein	
G18UU-21793-MONOMER	G18UU-21793		conserved protein of unknown function	
G18UU-21792-MONOMER	G18UU-21792		Cytochrome c biogenesis ATP-binding export protein CcmA	
G18UU-21791-MONOMER	G18UU-21791		protoheme IX ABC transporter - permease subunit	
G18UU-21790-MONOMER	G18UU-21790		protoheme IX reservoir complex subunit	
G18UU-21789-MONOMER	G18UU-21789		Heme exporter protein D	
G18UU-21788-MONOMER	G18UU-21788		Cytochrome c-type biogenesis protein CcmE	
G18UU-21787-MONOMER	G18UU-21787		holocytochrome c synthetase	
G18UU-21786-MONOMER	G18UU-21786		holocytochrome c synthetase subunit	
G18UU-21785-MONOMER	G18UU-21785		cytochrome c heme lyase subunit	
G18UU-21784-MONOMER	G18UU-21784		cytochrome c-type biogenesis protein	
G18UU-21783-MONOMER	G18UU-21783		conserved exported protein of unknown function	
G18UU-21782-MONOMER	G18UU-21782		transposase	
G18UU-21781-MONOMER	G18UU-21781		conserved protein of unknown function	
G18UU-21780-MONOMER	G18UU-21780		D-isomer specific 2-hydroxyacid dehydrogenase family protein	
G18UU-21779-MONOMER	G18UU-21779		putative enzyme	
G18UU-21778-MONOMER	G18UU-21778		conserved protein of unknown function	
G18UU-21777-MONOMER	G18UU-21777		putative peptidylprolyl isomerase	
G18UU-21776-MONOMER	G18UU-21776		conserved exported protein of unknown function	
G18UU-21775-MONOMER	G18UU-21775		putative D-amino acid dehydrogenase 2 small subunit	
G18UU-21774-MONOMER	G18UU-21774		putative Hydantoin racemase	
G18UU-21773-MONOMER	G18UU-21773		Transporter, NCS1 nucleoside transporter family	
G18UU-21772-MONOMER	G18UU-21772		Transcriptional regulator, AsnC family	
G18UU-21771-MONOMER	G18UU-21771		putative permease of the drug/metabolite transporter (DMT) superfamily	
G18UU-21770-MONOMER	G18UU-21770		conserved protein of unknown function	
G18UU-21769-MONOMER	G18UU-21769		sulfate ABC transporter	
G18UU-21768-MONOMER	G18UU-21768		Cation transporter, VIC family	
G18UU-21767-MONOMER	G18UU-21767		conserved protein of unknown function	
G18UU-21766-MONOMER	G18UU-21766		Urea transporter	
G18UU-21765-MONOMER	G18UU-21765		Pyruvate kinase	
G18UU-21764-MONOMER	G18UU-21764		putative hydroxypyruvate reductase	
G18UU-21763-MONOMER	G18UU-21763		tartronate semialdehyde reductase	
G18UU-21762-MONOMER	G18UU-21762		hydroxypyruvate isomerase	
G18UU-21761-MONOMER	G18UU-21761		glyoxylate carboligase	
G18UU-21760-MONOMER	G18UU-21760		conserved exported protein of unknown function	
G18UU-21759-MONOMER	G18UU-21759		TetR family transcriptional regulator	
G18UU-21758-MONOMER	G18UU-21758		conserved inner membrane protein	
G18UU-21757-MONOMER	G18UU-21757		conserved exported protein of unknown function	
G18UU-21756-MONOMER	G18UU-21756		conserved exported protein of unknown function	
G18UU-21755-MONOMER	G18UU-21755		uric acid permease	
G18UU-21754-MONOMER	G18UU-21754		conserved membrane protein of unknown function	
G18UU-21753-MONOMER	G18UU-21753		ureidoglycolate lyase	
G18UU-21752-MONOMER	G18UU-21752		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	
G18UU-21751-MONOMER	G18UU-21751		allantoinase	
G18UU-21750-MONOMER	G18UU-21750		5-hydroxyisourate hydrolase	
G18UU-21749-MONOMER	G18UU-21749		putative Transporter	
G18UU-21748-MONOMER	G18UU-21748		Transcriptional regulator, GntR family	
G18UU-21747-MONOMER	G18UU-21747		Aquaporin Z	
G18UU-21746-MONOMER	G18UU-21746		guanine deaminase	
G18UU-21745-MONOMER	G18UU-21745		xanthine dehydrogenase accessory factor	
G18UU-21744-MONOMER	G18UU-21744		xanthine dehydrogenase subunit XdhB	
G18UU-21743-MONOMER	G18UU-21743		xanthine dehydrogenase subunit XdhA	
G18UU-21742-MONOMER	G18UU-21742		Transcriptional regulator, GntR family	
G18UU-21741-MONOMER	G18UU-21741		Chromosome partition protein Smc	
G18UU-21740-MONOMER	G18UU-21740		putative cell division protein ZipA	
G18UU-21739-MONOMER	G18UU-21739		DNA ligase	
G18UU-21736-MONOMER	G18UU-21736		Transcriptional regulator, MerR family	
G18UU-21735-MONOMER	G18UU-21735		conserved membrane protein of unknown function	
G18UU-21734-MONOMER	G18UU-21734		conserved protein of unknown function	
G18UU-21733-MONOMER	G18UU-21733		conserved protein of unknown function	
G18UU-21731-MONOMER	G18UU-21731		conserved protein of unknown function	
G18UU-21730-MONOMER	G18UU-21730		conserved exported protein of unknown function	
G18UU-21729-MONOMER	G18UU-21729		DNA polymerase III, gamma subunit	
G18UU-21728-MONOMER	G18UU-21728		nucleoid-associated broad specificity regulator	
G18UU-21727-MONOMER	G18UU-21727		Recombination protein RecR	
G18UU-21726-MONOMER	G18UU-21726		Adenine phosphoribosyltransferase	
G18UU-21725-MONOMER	G18UU-21725		DNA-binding transcriptional dual regulator	
G18UU-21724-MONOMER	G18UU-21724		oxygen-independent coproporphyrinogen III dehydrogenase	
G18UU-21723-MONOMER	G18UU-21723		putative membrane-bounded cytochrome biogenesis cycZ-like domain, copper tolerance protein	
G18UU-21722-MONOMER	G18UU-21722		Cytochrome oxidase maturation protein, cbb3-type	
G18UU-21721-MONOMER	G18UU-21721		cation-transporting P-type ATPase	
G18UU-21720-MONOMER	G18UU-21720		conserved protein of unknown function	
G18UU-21719-MONOMER	G18UU-21719		Iron-sulfur cluster-binding protein	
G18UU-21718-MONOMER	G18UU-21718		cytochrome c oxidase subunit, cbb3-type	
G18UU-21717-MONOMER	G18UU-21717		cytochrome c oxidase subunit, cbb3-type	
G18UU-21716-MONOMER	G18UU-21716		cytochrome c oxidase subunit, cbb3-type	
G18UU-21715-MONOMER	G18UU-21715		cytochrome c oxidase subunit I, cbb3-type	
G18UU-21714-MONOMER	G18UU-21714		conserved protein of unknown function	
G18UU-21713-MONOMER	G18UU-21713		cytochrome c oxidase subunit, cbb3-type	
G18UU-21712-MONOMER	G18UU-21712		cytochrome c oxidase subunit, cbb3-type	
G18UU-21711-MONOMER	G18UU-21711		cytochrome c oxidase subunit, cbb3-type	
G18UU-21710-MONOMER	G18UU-21710		cytochrome c oxidase subunit I, cbb3-type	
G18UU-21709-MONOMER	G18UU-21709		conserved protein of unknown function	
G18UU-21708-MONOMER	G18UU-21708		conserved protein of unknown function, UPF0345 family	
G18UU-21707-MONOMER	G18UU-21707		Exonuclease	
G18UU-21706-MONOMER	G18UU-21706		Periplasmic binding protein	
G18UU-21705-MONOMER	G18UU-21705		hydroxyproline acetylase	
G18UU-21704-MONOMER	G18UU-21704		alternative sigma factor	
G18UU-21703-MONOMER	G18UU-21703		non-ribosomal peptide synthase (subunit of ferribactin synthase)	
G18UU-21702-MONOMER	G18UU-21702		conserved protein of unknown function with Rhs repeat-associated core domain	
G18UU-21701-MONOMER	G18UU-21701		ABC transporter related	
G18UU-21700-MONOMER	G18UU-21700		conserved membrane protein of unknown function	
G18UU-21699-MONOMER	G18UU-21699		putative Microcin b17 processing protein mcbd	
G18UU-21698-MONOMER	G18UU-21698		putative microcin B17-like-processing protein, McbC family	
G18UU-21697-MONOMER	G18UU-21697		putative microcin B17-like processing protein, McbB family	
G18UU-21696-MONOMER	G18UU-21696		putative microcin B17-like protein, McbA family	
G18UU-21695-MONOMER	G18UU-21695		conserved protein of unknown function	
G18UU-21694-MONOMER	G18UU-21694		periplasmic protein disulfide isomerase	
G18UU-21693-MONOMER	G18UU-21693		putative Thiol:disulfide interchange protein dsbE	
G18UU-21692-MONOMER	G18UU-21692		thiol/disulfide interchange protein 2	
G18UU-21691-MONOMER	G18UU-21691		Aldehyde oxidase and xanthine dehydrogenase	
G18UU-21690-MONOMER	G18UU-21690		putative Oxidoreductase, small subunit	
G18UU-21689-MONOMER	G18UU-21689		Cytochrome c family protein	
G18UU-21688-MONOMER	G18UU-21688		putative Xanthine dehydrogenase accessory factor	
G18UU-21687-MONOMER	G18UU-21687		conserved exported protein of unknown function	
G18UU-21686-MONOMER	G18UU-21686		conserved protein of unknown function	
G18UU-21685-MONOMER	G18UU-21685		conserved protein of unknown function	
G18UU-21684-MONOMER	G18UU-21684		conserved protein of unknown function	
G18UU-21683-MONOMER	G18UU-21683		conserved protein of unknown function	
G18UU-21682-MONOMER	G18UU-21682		conserved protein of unknown function	
G18UU-21681-MONOMER	G18UU-21681		two component system DNA-binding transcriptional activator QseB	
G18UU-21680-MONOMER	G18UU-21680		Sensor histidine kinase	
G18UU-21679-MONOMER	G18UU-21679		diaminobutyrate-2-oxoglutarate transaminase	
G18UU-21678-MONOMER	G18UU-21678		putative SyrP protein	
G18UU-21677-MONOMER	G18UU-21677		non-ribosomal peptide synthetase (subunit of ferribactin synthase)	
G18UU-21676-MONOMER	G18UU-21676		non-ribosomal peptide synthetase (subunit of ferribactin synthase)	
G18UU-21675-MONOMER	G18UU-21675		non-ribosomal peptide synthetase	
G18UU-21674-MONOMER	G18UU-21674		Lipase/esterase family protein	
G18UU-21673-MONOMER	G18UU-21673		outer membrane ferripyoverdine receptor FpvA, TonB-dependent	
G18UU-21672-MONOMER	G18UU-21672		pyoverdine ABC export system, fused ATPase and permease components	
G18UU-21671-MONOMER	G18UU-21671		pyoverdine biosynthesis related protein	
G18UU-21670-MONOMER	G18UU-21670		pyoverdine biosynthesis related protein	
G18UU-21669-MONOMER	G18UU-21669		putative dipeptidase	
G18UU-21668-MONOMER	G18UU-21668		pyoverdine biosynthesis related protein	
G18UU-21667-MONOMER	G18UU-21667		outer membrane pyoverdine efflux protein	
G18UU-21666-MONOMER	G18UU-21666		pyoverdine efflux carrier and ATP binding protein	
G18UU-21665-MONOMER	G18UU-21665		ABC export system, membrane fusion protein	
G18UU-21664-MONOMER	G18UU-21664		RNA polymerase sigma-70 factor, ECF subfamily	
G18UU-21663-MONOMER	G18UU-21663		conserved protein of unknown function	
G18UU-21662-MONOMER	G18UU-21662		Major facilitator family transporter	
G18UU-21661-MONOMER	G18UU-21661		mRNA interferase MqsR of the MqsA-MqsR antitoxin/toxin complex and DNA-binding transcriptional repressor	
G18UU-21660-MONOMER	G18UU-21660		antitoxin of the type II toxin-antitoxin MqsRA system and DNA-binding transcriptional repressor	
G18UU-21659-MONOMER	G18UU-21659		Electron transfer flavoprotein-ubiquinone oxidoreductase	
G18UU-21658-MONOMER	G18UU-21658		Electron transfer flavoprotein subunit beta	
G18UU-21657-MONOMER	G18UU-21657		Electron transfer flavoprotein subunit alpha	
G18UU-21656-MONOMER	G18UU-21656		conserved exported protein of unknown function	
G18UU-21655-MONOMER	G18UU-21655		putative Lipoprotein	
G18UU-21654-MONOMER	G18UU-21654		OmpA family protein	
G18UU-21653-MONOMER	G18UU-21653		Transcriptional regulator, GntR family	
G18UU-21652-MONOMER	G18UU-21652		conserved exported protein of unknown function	
G18UU-21651-MONOMER	G18UU-21651		putative oxidoreductase	
G18UU-21650-MONOMER	G18UU-21650		citrate synthase	
G18UU-21649-MONOMER	G18UU-21649		succinate dehydrogenase membrane b-556 subunit	
G18UU-21648-MONOMER	G18UU-21648		succinate dehydrogenase hydrophobic membrane anchor subunit	
G18UU-21647-MONOMER	G18UU-21647		succinate dehydrogenase flavoprotein subunit	
G18UU-21646-MONOMER	G18UU-21646		succinate dehydrogenase iron-sulfur subunit	
G18UU-21644-MONOMER	G18UU-21644		2-oxoglutarate decarboxylase, thiamine-requiring E1 subunit	
G18UU-21643-MONOMER	G18UU-21643		2-oxoglutarate dehydrogenase dihydrolipoyltranssuccinylase subunit	
G18UU-21642-MONOMER	G18UU-21642		dihydrolipoyl dehydrogenase	
G18UU-21640-MONOMER	G18UU-21640		succinyl-CoA synthetase, beta subunit glutaryl-CoA synthetase, beta subunit	
G18UU-21639-MONOMER	G18UU-21639		succinyl-CoA synthetase alpha subunit	
G18UU-21638-MONOMER	G18UU-21638		branched chain amino acid transporter	
G18UU-21637-MONOMER	G18UU-21637		conserved membrane protein of unknown function	
G18UU-21636-MONOMER	G18UU-21636		putative lipoprotein	
G18UU-21635-MONOMER	G18UU-21635		conserved protein of unknown function	
G18UU-21634-MONOMER	G18UU-21634		conserved protein of unknown function	
G18UU-21633-MONOMER	G18UU-21633		Chaperone protein HtpG	
G18UU-21632-MONOMER	G18UU-21632		Dienelactone hydrolase family protein	
G18UU-21631-MONOMER	G18UU-21631		conserved protein of unknown function	
G18UU-21630-MONOMER	G18UU-21630		putative 5-oxo-L-prolinase	
G18UU-21629-MONOMER	G18UU-21629		3-oxoacyl-[acyl-carrier-protein] synthase 1	
G18UU-21628-MONOMER	G18UU-21628		3R-3-hydroxydecanoyl acyl carrier protein (ACP) dehydratase	
G18UU-21627-MONOMER	G18UU-21627		Sensor histidine kinase/response regulator	
G18UU-21626-MONOMER	G18UU-21626		conserved exported protein of unknown function	
G18UU-21625-MONOMER	G18UU-21625		conserved exported protein of unknown function	
G18UU-21624-MONOMER	G18UU-21624		Glycerol-3-phosphate dehydrogenase [NAD(P)+]	
G18UU-21623-MONOMER	G18UU-21623		conserved protein of unknown function	
G18UU-21622-MONOMER	G18UU-21622		Phosphohistidine phosphatase SixA	
G18UU-21621-MONOMER	G18UU-21621		conserved protein of unknown function	
G18UU-21620-MONOMER	G18UU-21620		conserved protein of unknown function	
G18UU-21619-MONOMER	G18UU-21619		Alpha/beta hydrolase	
G18UU-21618-MONOMER	G18UU-21618		conserved exported protein of unknown function	
G18UU-21617-MONOMER	G18UU-21617		conserved membrane protein of unknown function	
G18UU-21616-MONOMER	G18UU-21616		potassium-transporting ATPase F	
G18UU-21615-MONOMER	G18UU-21615		potassium-transporting ATPase A chain	
G18UU-21614-MONOMER	G18UU-21614		K+ transporting ATPase, KdpB subunit	
G18UU-21613-MONOMER	G18UU-21613		Potassium-transporting ATPase C chain	
G18UU-21612-MONOMER	G18UU-21612		sensor protein	
G18UU-21611-MONOMER	G18UU-21611		two-component system DNA-binding response activator KdpE	
G18UU-21610-MONOMER	G18UU-21610		Transcriptional regulator, LysR family	
G18UU-21609-MONOMER	G18UU-21609		putative amine oxidase	
G18UU-21608-MONOMER	G18UU-21608		putative class 3 aminotransferase	
G18UU-21607-MONOMER	G18UU-21607		conserved protein of unknown function	
G18UU-21606-MONOMER	G18UU-21606		Excisionase domain protein	
G18UU-21605-MONOMER	G18UU-21605		microcin C transporter - ATP binding subunit	
G18UU-21604-MONOMER	G18UU-21604		putative inner membrane ABC transporter permease protein	
G18UU-21603-MONOMER	G18UU-21603		putative inner membrane ABC transporter permease protein	
G18UU-21602-MONOMER	G18UU-21602		microcin C transporter - periplasmic binding protein	
G18UU-21601-MONOMER	G18UU-21601		Peptide ABC transporter, periplamic peptide-binding protein	
G18UU-21600-MONOMER	G18UU-21600		Membrane-bound lytic murein transglycosylase D	
G18UU-21599-MONOMER	G18UU-21599		Hydroxyacylglutathione hydrolase	
G18UU-21598-MONOMER	G18UU-21598		conserved protein of unknown function	
G18UU-21597-MONOMER	G18UU-21597		ribonuclease H	
G18UU-21596-MONOMER	G18UU-21596		DNA polymerase III subunit epsilon	
G18UU-21595-MONOMER	G18UU-21595		lysine decarboxylase	
G18UU-21594-MONOMER	G18UU-21594		conserved protein of unknown function	
G18UU-21593-MONOMER	G18UU-21593		Chromate reductase	
G18UU-21592-MONOMER	G18UU-21592		putative Outer membrane siderophore receptor	
G18UU-21591-MONOMER	G18UU-21591		Transcriptional regulator, LuxR family	
G18UU-21590-MONOMER	G18UU-21590		conserved protein of unknown function	
G18UU-21589-MONOMER	G18UU-21589		conserved membrane protein of unknown function	
G18UU-21588-MONOMER	G18UU-21588		Transcriptional regulator-related protein	
G18UU-21587-MONOMER	G18UU-21587		conserved protein of unknown function	
G18UU-21586-MONOMER	G18UU-21586		NADH-quinone oxidoreductase subunit N	
G18UU-21585-MONOMER	G18UU-21585		NADH:ubiquinone oxidoreductase, membrane subunit M	
G18UU-21584-MONOMER	G18UU-21584		NADH:ubiquinone oxidoreductase, membrane subunit L	
G18UU-21583-MONOMER	G18UU-21583		NADH-quinone oxidoreductase subunit K	
G18UU-21582-MONOMER	G18UU-21582		NADH-quinone oxidoreductase subunit J	
G18UU-21581-MONOMER	G18UU-21581		NADH-quinone oxidoreductase subunit I	
G18UU-21580-MONOMER	G18UU-21580		NADH-quinone oxidoreductase subunit H	
G18UU-21579-MONOMER	G18UU-21579		NADH-quinone oxidoreductase subunit G	
G18UU-21578-MONOMER	G18UU-21578		NADH-quinone oxidoreductase subunit F	
G18UU-21577-MONOMER	G18UU-21577		proton-pumping NADH:ubiquinone oxidoreductase, respiratory complex I, subunit E	
G18UU-21576-MONOMER	G18UU-21576		NADH-quinone oxidoreductase subunit C/D	
G18UU-21575-MONOMER	G18UU-21575		NADH-quinone oxidoreductase subunit B	
G18UU-21574-MONOMER	G18UU-21574		NADH-quinone oxidoreductase subunit A	
G18UU-21573-MONOMER	G18UU-21573		putative Membrane protein	
G18UU-21572-MONOMER	G18UU-21572		isocitrate lyase	
G18UU-21571-MONOMER	G18UU-21571		protein of unknown function	
G18UU-21570-MONOMER	G18UU-21570		conserved exported protein of unknown function	
G18UU-21569-MONOMER	G18UU-21569		conserved protein of unknown function	
G18UU-21568-MONOMER	G18UU-21568		conserved exported protein of unknown function	
G18UU-21567-MONOMER	G18UU-21567		Sulphate transporter	
G18UU-21566-MONOMER	G18UU-21566		Elongation factor G 2	
G18UU-21565-MONOMER	G18UU-21565		protein of unknown function	
G18UU-21564-MONOMER	G18UU-21564		conserved protein of unknown function	
G18UU-21563-MONOMER	G18UU-21563		putative 4-aminobutyrate aminotransferase	
G18UU-21562-MONOMER	G18UU-21562		Transcriptional regulator, LysR family	
G18UU-21561-MONOMER	G18UU-21561		gamma-aminobutyrate permease	
G18UU-21560-MONOMER	G18UU-21560		conserved protein of unknown function	
G18UU-21559-MONOMER	G18UU-21559		Glutathione S-transferase family protein	
G18UU-21558-MONOMER	G18UU-21558		Low-affinity inorganic phosphate transporter	
G18UU-21557-MONOMER	G18UU-21557		conserved protein of unknown function	
G18UU-21556-MONOMER	G18UU-21556		Acetyltransferase, GNAT family	
G18UU-21555-MONOMER	G18UU-21555		Transcriptional regulator, Cro/CI family	
G18UU-21554-MONOMER	G18UU-21554		two-componenent system BarA/UvrY - regulatory subunit	
G18UU-21553-MONOMER	G18UU-21553		UvrABC system protein C	
G18UU-21552-MONOMER	G18UU-21552		CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	
G18UU-21550-MONOMER	G18UU-21550		conserved exported protein of unknown function	
G18UU-21549-MONOMER	G18UU-21549		conserved protein of unknown function	
G18UU-21548-MONOMER	G18UU-21548		protein of unknown function	
G18UU-21547-MONOMER	G18UU-21547		transposase	
G18UU-21546-MONOMER	G18UU-21546		transposase	
G18UU-21545-MONOMER	G18UU-21545		putative phosphotriesterase	
G18UU-21544-MONOMER	G18UU-21544		conserved protein of unknown function, phage origin	
G18UU-21543-MONOMER	G18UU-21543		putative RHS family protein	
G18UU-21542-MONOMER	G18UU-21542		conserved protein of unknown function	
G18UU-21541-MONOMER	G18UU-21541		hemolysin-coregulated protein	
G18UU-21540-MONOMER	G18UU-21540		putative type 4/6 secretion system	
G18UU-21539-MONOMER	G18UU-21539		conserved protein of unknown function	
G18UU-21538-MONOMER	G18UU-21538		conserved protein of unknown function	
G18UU-21537-MONOMER	G18UU-21537		conserved protein of unknown function	
G18UU-21536-MONOMER	G18UU-21536		conserved protein of unknown function	
G18UU-21535-MONOMER	G18UU-21535		conserved protein of unknown function	
G18UU-21534-MONOMER	G18UU-21534		conserved protein of unknown function	
G18UU-21533-MONOMER	G18UU-21533		conserved exported protein of unknown function	
G18UU-21532-MONOMER	G18UU-21532		conserved protein of unknown function	
G18UU-21531-MONOMER	G18UU-21531		conserved membrane protein of unknown function	
G18UU-21530-MONOMER	G18UU-21530		conserved protein of unknown function	
G18UU-21528-MONOMER	G18UU-21528		conserved protein of unknown function	
G18UU-21527-MONOMER	G18UU-21527		Transcriptional regulator, Cro/CI family	
G18UU-21526-MONOMER	G18UU-21526		methylcrotonyl-CoA carboxylase biotin-containing subunit alpha	
G18UU-21525-MONOMER	G18UU-21525		methylglutaconyl-CoA hydratase	
G18UU-21524-MONOMER	G18UU-21524		methylcrotonyl-CoA carboxylase biotin-containing subunit beta	
G18UU-21523-MONOMER	G18UU-21523		isovaleryl-CoA dehydrogenase	
G18UU-21522-MONOMER	G18UU-21522		putative Long-chain-fatty-acid-CoA ligase	
G18UU-21521-MONOMER	G18UU-21521		conserved protein of unknown function	
G18UU-21520-MONOMER	G18UU-21520		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase	
G18UU-21519-MONOMER	G18UU-21519		fused trehalose synthase B/maltokinase	
G18UU-21518-MONOMER	G18UU-21518		1,4-alpha-glucan branching enzyme	
G18UU-21517-MONOMER	G18UU-21517		conserved membrane protein of unknown function with autotransporter beta-domain	
G18UU-21516-MONOMER	G18UU-21516		putative phosphohydrolase of unknown function	
G18UU-21515-MONOMER	G18UU-21515		Glycogen debranching enzyme	
G18UU-21514-MONOMER	G18UU-21514		conserved protein of unknown function	
